"ShellPestID","OysterID","SampleEventID","PhotoSurface","DateProcessed","ProcessedBy","TotalArea","TotalHeight","TotalLength","ClionaArea","PolydoraArea","ClamCount","ClamAverageDiameter","DataStatus","DateEntered","EnteredBy","DateProofed","ProofedBy","DateCompleted","CompletedBy","OldSampleNumber","Comments","AdminNotes"
"ABS20TE.JPG","ABCC1601-20","ABCOLL_20160111_1_0024_1","TE","2017-06-07 00:00:00","ML",1268.38,39.92,36.24,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-20",NA,NA
"ABS20BI.JPG","ABCC1601-20","ABCOLL_20160111_1_0024_1","BI","2017-06-07 00:00:00","ML",1486.9,43.63,43.52,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-20",NA,NA
"ABS20BE.JPG","ABCC1601-20","ABCOLL_20160111_1_0024_1","BE","2017-06-07 00:00:00","ML",1507.79,48.17,43.86,914.93,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-20",NA,NA
"ABS21TI.JPG","ABCC1601-21","ABCOLL_20160111_1_0024_1","TI","2017-06-07 00:00:00","ML",3099.82,71.1,53.68,0,0,3,1.54,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-21",NA,NA
"ABS21TE.JPG","ABCC1601-21","ABCOLL_20160111_1_0024_1","TE","2017-06-07 00:00:00","ML",3383.55,80.63,52.46,1127.16,1543.53,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-21",NA,NA
"ABS21BI.JPG","ABCC1601-21","ABCOLL_20160111_1_0024_1","BI","2017-06-07 00:00:00","ML",3404.28,77.49,55.74,0,0,4,1.19,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-21",NA,NA
"ABS21BE.JPG","ABCC1601-21","ABCOLL_20160111_1_0024_1","BE","2017-06-07 00:00:00","ML",3835.8,84.41,58.6,1424.58,903.6,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-21",NA,NA
"ABS22TI.JPG","ABCC1601-22","ABCOLL_20160111_1_0024_1","TI","2017-06-07 00:00:00","ML",1769.14,55.6,44.21,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-22",NA,NA
"ABS22TE.JPG","ABCC1601-22","ABCOLL_20160111_1_0024_1","TE","2017-06-07 00:00:00","ML",1883.96,50.8,47.07,0,458.52,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-22",NA,NA
"ABS22BI.JPG","ABCC1601-22","ABCOLL_20160111_1_0024_1","BI","2017-06-07 00:00:00","ML",2272.05,56.3,53.89,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-22",NA,NA
"ABS22BE.JPG","ABCC1601-22","ABCOLL_20160111_1_0024_1","BE","2017-06-07 00:00:00","ML",2381.85,62.99,57.22,926,189.9,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-22",NA,NA
"ABS23TI.JPG","ABCC1601-23","ABCOLL_20160111_1_0024_1","TI","2017-06-07 00:00:00","ML",3271.86,69.2,62.05,0,0,2,1.74,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-23",NA,NA
"ABS23TE.JPG","ABCC1601-23","ABCOLL_20160111_1_0024_1","TE","2017-06-07 00:00:00","ML",3552.76,75.22,61.31,132.8,668.63,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-23",NA,NA
"ABS23BI.JPG","ABCC1601-23","ABCOLL_20160111_1_0024_1","BI","2017-06-07 00:00:00","ML",4298.05,80.64,72.3,0,0,10,1.18,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-23",NA,NA
"ABS23BE.JPG","ABCC1601-23","ABCOLL_20160111_1_0024_1","BE","2017-06-07 00:00:00","ML",4312.63,87.67,72.05,869.02,409.34,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-23",NA,NA
"ABS24TI.JPG","ABCC1601-24","ABCOLL_20160111_1_0024_1","TI","2017-06-07 00:00:00","ML",534.3,28.1,26,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-24","TotalArea outside expected range",NA
"ABS24TE.JPG","ABCC1601-24","ABCOLL_20160111_1_0024_1","TE","2017-06-07 00:00:00","ML",582.56,30.19,26.32,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-24","TotalArea outside expected range",NA
"ABS24BI.JPG","ABCC1601-24","ABCOLL_20160111_1_0024_1","BI","2017-06-07 00:00:00","ML",727.94,33.34,30.33,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-24",NA,NA
"ABS24BE.JPG","ABCC1601-24","ABCOLL_20160111_1_0024_1","BE","2017-06-07 00:00:00","ML",823.21,37.89,32.3,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-24",NA,NA
"ABS25TI.JPG","ABCC1601-25","ABCOLL_20160111_1_0024_1","TI","2017-06-07 00:00:00","ML",660.9,26.23,32.94,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-25",NA,NA
"ABS25TE.JPG","ABCC1601-25","ABCOLL_20160111_1_0024_1","TE","2017-06-07 00:00:00","ML",671.94,28.44,31.55,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-25",NA,NA
"ABS25BI.JPG","ABCC1601-25","ABCOLL_20160111_1_0024_1","BI","2017-06-07 00:00:00","ML",759.69,32.85,30.63,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-25",NA,NA
"ABS25BE.JPG","ABCC1601-25","ABCOLL_20160111_1_0024_1","BE","2017-06-07 00:00:00","ML",898.96,34.92,34.83,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-25",NA,NA
"ABS26TI.JPG","ABCC1602-01","ABCOLL_20160207_1_0007_1","TI","2017-06-15 00:00:00","ML",1273.78,39.05,42.43,0,0,1,1.17,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-26",NA,NA
"ABS26TE.JPG","ABCC1602-01","ABCOLL_20160207_1_0007_1","TE","2017-06-15 00:00:00","ML",1318.02,44.39,41.39,0,160.98,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-26",NA,NA
"ABS26BI.JPG","ABCC1602-01","ABCOLL_20160207_1_0007_1","BI","2017-06-15 00:00:00","ML",1644.74,46.39,47.19,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-26",NA,NA
"ABS26BE.JPG","ABCC1602-01","ABCOLL_20160207_1_0007_1","BE","2017-06-15 00:00:00","ML",1730.64,52.42,46.14,26.04,141.75,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-26",NA,NA
"ABS27TI.JPG","ABCC1602-02","ABCOLL_20160207_1_0007_1","TI","2017-06-15 00:00:00","ML",1162.17,39.83,35.28,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-27",NA,NA
"ABS27TE.JPG","ABCC1602-02","ABCOLL_20160207_1_0007_1","TE","2017-06-15 00:00:00","ML",1264.77,45.9,37.28,0,245.45,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-27",NA,NA
"ABS27BI.JPG","ABCC1602-02","ABCOLL_20160207_1_0007_1","BI","2017-06-15 00:00:00","ML",1558.67,46.3,43.08,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-27",NA,NA
"ABS27BE.JPG","ABCC1602-02","ABCOLL_20160207_1_0007_1","BE","2017-06-15 00:00:00","ML",1656.42,51.47,43.33,0,117.73,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-27",NA,NA
"ABS28TI.JPG","ABCC1602-03","ABCOLL_20160207_1_0007_1","TI","2017-06-15 00:00:00","ML",1222.27,43.03,39.28,0,11.88,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-28",NA,NA
"ABS28TE.JPG","ABCC1602-03","ABCOLL_20160207_1_0007_1","TE","2017-06-15 00:00:00","ML",1242.36,46.46,39.24,0,329.57,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-28",NA,NA
"ABS28BI.JPG","ABCC1602-03","ABCOLL_20160207_1_0007_1","BI","2017-06-15 00:00:00","ML",1518.86,49.11,46.88,0,175.74,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-28",NA,NA
"ABS28BE.JPG","ABCC1602-03","ABCOLL_20160207_1_0007_1","BE","2017-06-15 00:00:00","ML",1586.77,53.71,45.45,0,19.41,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-28",NA,NA
"ABS29TI.JPG","ABCC1602-04","ABCOLL_20160207_1_0007_1","TI","2017-06-15 00:00:00","ML",1418.52,53.22,34.53,0,0,1,0.55,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-29",NA,NA
"ABS29TE.JPG","ABCC1602-04","ABCOLL_20160207_1_0007_1","TE","2017-06-15 00:00:00","ML",1472.27,55.02,35.2,0,467.55,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-29",NA,NA
"ABS29BI.JPG","ABCC1602-04","ABCOLL_20160207_1_0007_1","BI","2017-06-15 00:00:00","ML",1860.98,53.34,45.29,0,7.73,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-29",NA,NA
"ABS29BE.JPG","ABCC1602-04","ABCOLL_20160207_1_0007_1","BE","2017-06-15 00:00:00","ML",2060.14,61.72,47.05,0,158.29,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-29",NA,NA
"ABS30TI.JPG","ABCC1602-05","ABCOLL_20160207_1_0007_1","TI","2017-06-15 00:00:00","ML",1653.74,56.57,36.15,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-30",NA,NA
"ABS30TE.JPG","ABCC1602-05","ABCOLL_20160207_1_0007_1","TE","2017-06-15 00:00:00","ML",1725.94,61.88,35.3,0,421.93,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-30",NA,NA
"ABS30BI.JPG","ABCC1602-05","ABCOLL_20160207_1_0007_1","BI","2017-06-15 00:00:00","ML",1889.61,60.47,41.69,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-30",NA,NA
"ABS30BE.JPG","ABCC1602-05","ABCOLL_20160207_1_0007_1","BE","2017-06-15 00:00:00","ML",2134.34,70.6,42.23,0,197.41,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-30",NA,NA
"ABS31TI.JPG","ABCC1602-06","ABCOLL_20160207_1_0007_1","TI","2017-06-15 00:00:00","ML",1603.74,57.7,35.16,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-31",NA,NA
"ABS31TE.JPG","ABCC1602-06","ABCOLL_20160207_1_0007_1","TE","2017-06-15 00:00:00","ML",1663.66,60.6,37.26,0,288.01,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-31",NA,NA
"ABS31BI.JPG","ABCC1602-06","ABCOLL_20160207_1_0007_1","BI","2017-06-15 00:00:00","ML",1899.49,62.19,42.11,0,208.72,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-31",NA,NA
"ABS31BE.JPG","ABCC1602-06","ABCOLL_20160207_1_0007_1","BE","2017-06-15 00:00:00","ML",2266.48,76.47,41.5,0,36.58,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-31",NA,NA
"ABS32TI.JPG","ABCC1602-07","ABCOLL_20160207_1_0007_1","TI","2017-06-15 00:00:00","ML",873.07,36.91,29.06,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-32",NA,NA
"ABS32TE.JPG","ABCC1602-07","ABCOLL_20160207_1_0007_1","TE","2017-06-15 00:00:00","ML",960.55,40.88,29.59,0,67,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-32",NA,NA
"ABS32BI.JPG","ABCC1602-07","ABCOLL_20160207_1_0007_1","BI","2017-06-15 00:00:00","ML",1060.16,39.36,33.42,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-32",NA,NA
"ABS32BE.JPG","ABCC1602-07","ABCOLL_20160207_1_0007_1","BE","2017-06-15 00:00:00","ML",1083.51,42.98,33.16,0,42.1,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-32",NA,NA
"ABS33TI.JPG","ABCC1602-08","ABCOLL_20160207_1_0007_1","TI","2017-06-16 00:00:00","ML",2307.83,66.61,43.08,0,16.29,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-33",NA,NA
"ABS33TE.JPG","ABCC1602-08","ABCOLL_20160207_1_0007_1","TE","2017-06-16 00:00:00","ML",2462.85,76.28,41.42,0,560.46,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-33",NA,NA
"ABS33BI.JPG","ABCC1602-08","ABCOLL_20160207_1_0007_1","BI","2017-06-16 00:00:00","ML",3338.26,80.2,54.28,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-33",NA,NA
"ABS33BE.JPG","ABCC1602-08","ABCOLL_20160207_1_0007_1","BE","2017-06-16 00:00:00","ML",3512.64,92.21,52.72,0,197.72,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-33",NA,NA
"ABS34TI.JPG","ABCC1602-09","ABCOLL_20160207_1_0007_1","TI","2017-06-15 00:00:00","ML",1021.35,38.63,35.78,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-34",NA,NA
"ABS34TE.JPG","ABCC1602-09","ABCOLL_20160207_1_0007_1","TE","2017-06-15 00:00:00","ML",1024.65,39.65,35.4,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-34",NA,NA
"ABS34BI.JPG","ABCC1602-09","ABCOLL_20160207_1_0007_1","BI","2017-06-15 00:00:00","ML",1175.78,40.5,39.75,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-34",NA,NA
"ABS34BE.JPG","ABCC1602-09","ABCOLL_20160207_1_0007_1","BE","2017-06-15 00:00:00","ML",1200.92,44.93,38.87,0,27,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-34",NA,NA
"ABS35TI.JPG","ABCC1602-10","ABCOLL_20160207_1_0007_1","TI","2017-06-15 00:00:00","ML",1436.37,39.41,44.38,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-35",NA,NA
"ABS35TE.JPG","ABCC1602-10","ABCOLL_20160207_1_0007_1","TE","2017-06-15 00:00:00","ML",1505.26,46.22,40.16,0,399.64,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-35",NA,NA
"ABS35BI.JPG","ABCC1602-10","ABCOLL_20160207_1_0007_1","BI","2017-06-15 00:00:00","ML",1774.17,48.44,48.48,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-35",NA,NA
"ABS35BE.JPG","ABCC1602-10","ABCOLL_20160207_1_0007_1","BE","2017-06-15 00:00:00","ML",1807.4,51.89,48.95,0,67.54,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-35",NA,NA
"ABS36TI.JPG","ABCC1602-11","ABCOLL_20160207_1_0011_1","TI","2017-06-15 00:00:00","ML",3815.05,71.74,71.08,0,6.42,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-36",NA,NA
"ABS36TE.JPG","ABCC1602-11","ABCOLL_20160207_1_0011_1","TE","2017-06-15 00:00:00","ML",4065.08,82.75,74.98,850.65,358.98,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-36",NA,NA
"ABS36BI.JPG","ABCC1602-11","ABCOLL_20160207_1_0011_1","BI","2017-06-15 00:00:00","ML",4522.52,82.37,68.59,0,0,10,0.84,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-36",NA,NA
"ABS36BE.JPG","ABCC1602-11","ABCOLL_20160207_1_0011_1","BE","2017-06-15 00:00:00","ML",4923.03,93.5,73.12,1474.91,793.01,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-36",NA,NA
"ABS37TI.JPG","ABCC1602-12","ABCOLL_20160207_1_0011_1","TI","2017-06-16 00:00:00","ML",553.31,30.59,21.61,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-37","TotalArea and TotalLength outside expected range",NA
"ABS37TE.JPG","ABCC1602-12","ABCOLL_20160207_1_0011_1","TE","2017-06-16 00:00:00","ML",544.73,33.29,21.03,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-37","TotalArea and TotalLength outside expected range",NA
"ABS37BI.JPG","ABCC1602-12","ABCOLL_20160207_1_0011_1","BI","2017-06-16 00:00:00","ML",693.69,39.4,24,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-37","TotalArea outside expected range",NA
"ABS37BE.JPG","ABCC1602-12","ABCOLL_20160207_1_0011_1","BE","2017-06-16 00:00:00","ML",784.03,38.1,26.66,314.05,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-37",NA,NA
"ABS38TI.JPG","ABCC1602-13","ABCOLL_20160207_1_0011_1","TI","2017-06-16 00:00:00","ML",1052.43,37.14,34.62,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-38",NA,NA
"ABS38TE.JPG","ABCC1602-13","ABCOLL_20160207_1_0011_1","TE","2017-06-16 00:00:00","ML",1114.54,43.77,32.02,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-38",NA,NA
"ABS38BI.JPG","ABCC1602-13","ABCOLL_20160207_1_0011_1","BI","2017-06-16 00:00:00","ML",1246.3,43.35,31.68,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-38",NA,NA
"ABS38BE.JPG","ABCC1602-13","ABCOLL_20160207_1_0011_1","BE","2017-06-16 00:00:00","ML",1345.44,46.85,35,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-38",NA,NA
"ABS39TI.JPG","ABCC1602-14","ABCOLL_20160207_1_0011_1","TI","2017-06-16 00:00:00","ML",3734.64,69.74,71.38,0,0,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-39",NA,NA
"ABS39TE.JPG","ABCC1602-14","ABCOLL_20160207_1_0011_1","TE","2017-06-16 00:00:00","ML",3795.72,77.68,65.2,0,427.28,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-39",NA,NA
"ABS39BI.JPG","ABCC1602-14","ABCOLL_20160207_1_0011_1","BI","2017-06-16 00:00:00","ML",3959.9,73.23,69.82,0,0,10,1.07,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-39",NA,NA
"ABS39BE.JPG","ABCC1602-14","ABCOLL_20160207_1_0011_1","BE","2017-06-16 00:00:00","ML",4172.61,85.96,67.74,2271.55,922.72,0,0,"Completed",NA,NA,NA,NA,"2024-03-01 00:00:00","Matthew Davis","AB-S-39",NA,NA
